city_name,date,pm2_5,pm_2_5_previous_1_day,pm_2_5_previous_2_day,pm_2_5_previous_3_day,pm_2_5_previous_4_day,pm_2_5_previous_5_day,pm_2_5_previous_6_day,pm_2_5_previous_7_day,mean_7_days,mean_14_days,mean_28_days,std_7_days,exp_mean_7_days,exp_std_7_days,std_14_days,exp_mean_14_days,exp_std_14_days,std_28_days,exp_mean_28_days,exp_std_28_days,year,day_of_month,month,day_of_week,is_weekend,sin_day_of_year,cos_day_of_year,sin_day_of_week,cos_day_of_week
Albuquerque,2023-03-29,8.3,10.0,11.6,11.9,9.3,7.6,2.6,8.8,8.82857142857143,8.27142857142857,7.807142857142858,3.136194235967263,9.606445625961696,2.65698036045559,3.296951638997774,8.814300672876108,2.9443463656704774,2.6882361794704264,8.269478666695534,2.9421667892012917,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Gdansk,2023-03-29,9.0,5.0,5.0,5.0,9.0,10.0,10.0,20.0,9.142857142857142,14.714285714285714,12.285714285714286,5.336308693862308,8.77982666133349,7.313176717653377,10.469211794800774,11.383758578138671,8.772322573396941,8.312672801243238,12.194392091257761,8.720006512966963,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Tampa,2023-03-29,9.3,7.5,6.8,6.9,6.7,6.4,8.8,8.1,7.314285714285715,7.321428571428571,8.60357142857143,0.8668497975016063,7.209186582764745,0.9299380191164854,1.1342083456881171,7.487524236082482,1.448909082543702,2.361023341039055,7.9832176288493235,1.9657918554644376,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Madrid,2023-03-29,10.0,8.0,8.0,5.0,7.0,6.0,8.0,9.0,7.285714285714286,7.071428571428571,7.607142857142857,1.380131118684717,7.223369885111527,1.4758683541650899,1.7743595036946889,7.215035813169187,2.019164873594992,2.780078412353865,7.566625111719523,3.0590002386757837,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Marseille,2023-03-29,10.0,6.0,3.0,5.0,5.0,8.0,8.0,8.0,6.142857142857143,6.642857142857143,13.321428571428571,1.9518001458970164,5.856560963125636,2.5299604200266885,2.4371213428060363,7.26310249820383,5.322444100707689,11.231745919585096,9.606708756085109,8.092086341939458,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Atlanta,2023-03-29,10.1,8.2,4.2,7.4,5.8,8.0,17.5,11.9,9.0,9.907142857142857,10.389285714285716,4.437341546466759,8.058714129477751,3.720792273164362,4.641694698095695,9.104438234535172,4.18073945306377,4.331054040361203,9.707509535159375,4.223362375282689,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Amsterdam,2023-03-29,11.0,6.0,3.0,6.0,8.0,7.0,8.0,6.0,6.285714285714286,8.071428571428571,7.678571428571429,1.7043362064926884,6.354237398716484,2.6274362072360082,3.647217816664885,7.1646164419444585,3.3020522346364323,4.082968885582513,7.670847853782199,4.108765260975041,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Athina,2023-03-29,11.0,8.0,17.0,18.0,29.0,19.0,13.0,28.0,18.857142857142858,19.142857142857142,17.75,7.559289460184539,17.14042224903837,8.31688105911763,8.456741897236995,18.13523007931789,8.229788952202712,7.280745790045089,18.580327880744665,8.272559398167584,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Berlin,2023-03-29,11.0,4.0,4.0,5.0,4.0,6.0,6.0,11.0,5.714285714285714,9.071428571428571,9.535714285714286,2.4976179127511213,6.064143568981782,4.248692431218407,5.370350020311465,7.725343501889794,5.023239074071226,4.917709063564296,8.798302477742354,5.122081269462915,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Houston,2023-03-29,11.3,14.9,18.8,18.0,11.9,9.0,8.6,11.9,13.299999999999999,11.664285714285715,11.428571428571429,4.070217029430579,14.090053322660426,4.045043541669586,3.5962816572456826,12.702310849582982,3.9037885644237966,3.0217553327503692,11.979455325850912,3.5350067003723926,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
San Francisco,2023-03-29,11.4,8.9,10.1,6.3,7.2,8.7,9.1,8.7,8.428571428571429,11.971428571428572,11.117857142857144,1.2684824078588954,9.184514335454184,3.621810597420645,6.378139175391151,10.172386796270317,5.018881354924564,5.112515766265906,10.970544918647027,5.791966377658578,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Milano,2023-03-29,12.0,6.0,8.0,10.0,8.0,10.0,15.0,32.0,12.714285714285714,18.857142857142858,19.5,8.957571949925718,12.282515605698421,10.418704229021362,13.10230245683292,16.017497143445077,12.00529917012415,10.70306290533489,18.715251834395005,12.825036075219023,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Sevilla,2023-03-29,12.0,11.0,9.0,5.0,6.0,7.0,10.0,11.0,8.428571428571429,7.928571428571429,8.392857142857142,2.439750182371336,8.432062485803264,2.469913372225252,2.2001498450467714,8.122665380959956,2.475528799196438,3.235672529718778,8.125057637582067,2.807184296395004,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Chicago,2023-03-29,12.3,28.5,12.9,23.0,9.2,7.7,21.8,15.5,16.942857142857143,13.807142857142859,13.553571428571429,7.720720420370359,17.647094425067824,8.668901450367951,7.096745113697631,15.16273979446921,7.833232376965478,6.536704467161209,13.96912247947747,7.078312476836461,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Columbus,2023-03-29,13.8,9.5,7.8,7.5,6.2,6.9,8.2,10.1,8.028571428571428,7.792857142857144,7.617857142857143,1.3804761083460606,7.939177326745169,1.562110261788509,1.8036135888881462,7.698875431928355,1.8241883527885623,2.11818468250678,7.66033028739403,2.08628220029447,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Napoli,2023-03-29,14.0,11.0,10.0,10.0,13.0,13.0,23.0,35.0,16.428571428571427,17.142857142857142,16.25,9.342682392424265,14.22181662730803,7.472790564238007,8.493048223804461,16.261769027070248,8.239001790680458,7.5406306839090815,17.122080465706368,8.507304897115626,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Los Angeles,2023-03-29,14.8,25.6,17.0,15.5,17.2,17.4,28.3,13.2,19.17142857142857,22.657142857142855,23.817857142857143,5.560789597924107,20.67783238654389,8.178054418634147,12.747350511182512,21.62861259617994,10.266638767089466,11.606034623528387,22.298711107042383,11.094410630735698,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
New York,2023-03-29,15.4,17.5,15.1,12.9,24.8,9.9,20.1,21.2,17.357142857142858,15.192857142857145,13.39642857142857,5.136100058363721,16.27798171113245,4.834943571798406,6.268905472582579,15.43634813280903,5.5645568964892815,5.885605928267467,14.582579819045643,5.8179141866660675,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Dallas,2023-03-29,16.0,16.5,16.6,17.4,11.0,6.8,6.0,7.0,11.614285714285714,10.171428571428573,11.364285714285714,5.140826318608249,13.16554103403362,4.808815729418822,4.082689266690722,11.641284732099772,4.603453405774603,3.9760593077880038,11.236397896297465,4.223549137165252,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Salt Lake City,2023-03-29,17.1,18.4,14.9,15.6,8.2,15.2,11.4,11.2,13.557142857142859,14.792857142857143,15.839285714285714,3.440860911098248,14.999189326122847,3.885043191582653,5.264754254724277,15.04038238601821,4.594680014218488,5.362789440394857,15.279859541227406,5.317778006307483,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Denver,2023-03-29,18.4,11.0,14.6,8.3,9.3,10.2,11.0,13.3,11.1,11.585714285714287,11.796428571428569,2.1984843263788183,11.409301179448196,2.53577921199061,2.935160103838432,11.546905357012626,2.645858734207826,2.862203520840018,11.610250444371847,2.7752029299000665,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Phoenix-Mesa,2023-03-29,19.4,10.0,11.2,16.7,14.6,13.7,16.6,5.7,12.642857142857142,13.299999999999999,15.853571428571428,3.965205813429766,12.658246309114428,3.7493960397523165,4.347589960143257,13.503523919230513,4.663774827226834,6.146813817403298,14.383262429496106,5.469973453593618,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Kraków,2023-03-29,20.0,13.0,11.0,6.0,11.0,18.0,27.0,37.0,17.571428571428573,25.642857142857142,26.0,10.860588425696855,16.561734487791497,11.635827610028665,14.101866449610048,20.592036686787758,13.630195607183246,16.490176649324468,22.485118140932574,14.491518210817812,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434
Phoenix-Mesa,2023-03-30,3.9,19.4,10.0,11.2,16.7,14.6,13.7,16.6,14.599999999999998,13.571428571428571,16.11785714285714,3.2908965343808765,14.343714865272394,4.526149726227859,4.612762991698403,14.293154756513262,4.814737818185296,6.134061162819161,14.753762462336303,5.430822857027701,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Stockholm,2023-03-30,4.0,4.0,3.0,4.0,3.0,3.0,6.0,8.0,4.428571428571429,6.571428571428571,5.357142857142857,1.902379462422678,4.279394724493617,2.2509891590393805,4.164211731007365,4.969204745124235,3.0941683992434217,3.3688583153950464,5.225406917730009,3.292272152998611,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Tallinn,2023-03-30,4.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.142857142857143,3.7857142857142856,3.0357142857142856,0.899735410842441,2.170173361259164,2.0321697039965034,3.355330350090995,2.815144717055042,2.624631107333442,2.5456155896283184,3.1812287976047013,2.8211131090790436,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Albuquerque,2023-03-30,4.7,8.3,10.0,11.6,11.9,9.3,7.6,2.6,8.757142857142856,8.442857142857143,7.857142857142857,3.14264068518666,9.279828380086117,2.3807531619282467,3.2257889400446342,8.745427728192638,2.7459999928967336,2.683754773175016,8.271732752111147,2.830855539661223,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Paris,2023-03-30,6.0,7.0,7.0,5.0,3.0,6.0,4.0,4.0,5.142857142857143,5.928571428571429,8.821428571428571,1.5735915849388542,5.861370976384732,1.8312229843690606,2.1649048909393707,6.217238098357438,3.336512059598026,7.09226794123463,7.599374893694166,5.744082818112692,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Marseille,2023-03-30,7.0,10.0,6.0,3.0,5.0,5.0,8.0,8.0,6.428571428571429,7.142857142857143,12.785714285714286,2.370453040886368,6.892439242163125,2.925076552165587,2.3487195482823764,7.629616096545833,5.046630243003624,11.009615806722788,9.635754409109289,7.7866137400956275,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
New York,2023-03-30,7.5,15.4,17.5,15.1,12.9,24.8,9.9,20.1,16.52857142857143,15.97857142857143,13.360714285714286,4.8739834104882105,16.058482359057912,4.207255287694735,5.447678202885865,15.431480546448888,5.1783264305192445,5.869717595939745,14.642948574562869,5.602035428406107,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Madrid,2023-03-30,8.0,10.0,8.0,8.0,5.0,7.0,6.0,8.0,7.428571428571429,7.214285714285714,7.607142857142857,1.6183471874253812,7.9175398244631765,1.8221276249597136,1.928673175989191,7.587986296224943,2.1213419884247524,2.780078412353865,7.74633662011518,3.01413097077556,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Varna,2023-03-30,8.6,7.3,5.5,11.3,9.7,13.5,20.3,14.1,11.671428571428573,11.549999999999999,11.950000000000001,4.914507193237279,9.857947787486562,4.271234629934785,4.232066234758693,10.822025953039228,4.264672996736166,4.2365691919899655,11.159361991856725,4.157141925397407,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Berlin,2023-03-30,9.0,11.0,4.0,4.0,5.0,4.0,6.0,6.0,5.714285714285714,9.428571428571429,9.535714285714286,2.4976179127511213,7.298129738402117,4.343715483445956,5.316364948321012,8.16387148317836,4.815793367852306,4.917709063564296,8.960903967821631,4.963221307806729,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
München,2023-03-30,9.0,5.0,6.0,4.0,4.0,4.0,6.0,8.0,5.285714285714286,7.428571428571429,10.214285714285714,1.4960264830861927,5.546523355339928,2.020966918824817,2.8206460175009544,6.5832252377886755,3.852842706649337,8.681001575842984,8.035197239122473,5.83282078580366,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
San Francisco,2023-03-30,9.1,11.4,8.9,10.1,6.3,7.2,8.7,9.1,8.814285714285713,12.1,11.257142857142856,1.7013999837668357,9.738395654087793,3.3032987200219397,6.344713123174648,10.336783501801246,4.690632914477918,5.063188028887829,11.002261371722065,5.573995127551758,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Napoli,2023-03-30,10.0,14.0,11.0,10.0,10.0,13.0,13.0,23.0,13.428571428571429,17.428571428571427,16.357142857142858,4.503966505838432,14.166361479033164,6.472432276809667,8.29934460539631,15.9588826003093,7.7087011383529855,7.4843752588892185,16.891506133519854,8.227760361117237,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Columbus,2023-03-30,10.7,13.8,9.5,7.8,7.5,6.2,6.9,8.2,8.557142857142857,8.22857142857143,7.807142857142858,2.5330200307519246,9.404409191021585,3.0568215396392566,2.4132418576960464,8.515911918647058,2.744859870703364,2.415831820769688,8.113761984424173,2.591785303263624,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Tampa,2023-03-30,10.8,9.3,7.5,6.8,6.9,6.7,6.4,8.8,7.485714285714287,7.492857142857142,8.6,1.1275764148954945,7.731899282326498,1.2668331660800338,1.2418746906402236,7.730243232210439,1.4928524151803133,2.3598493360570485,8.08046567200453,1.9238186910726804,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Amsterdam,2023-03-30,11.0,11.0,6.0,3.0,6.0,8.0,7.0,8.0,7.0,8.571428571428571,7.535714285714286,2.449489742783175,7.515698814078493,3.146254023632845,3.5238590235113527,7.678234590947899,3.358720727265393,3.8823641409264162,7.9167150059242255,4.052023890138732,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
London,2023-03-30,11.0,8.0,7.0,8.0,10.0,6.0,7.0,10.0,8.0,7.214285714285714,7.892857142857143,1.5275252316519494,7.6764232537580845,1.3888053291675386,1.528124613755314,7.545930850319079,1.6438087452105434,2.1141373464315696,7.584953282061296,1.9790580306148737,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Sevilla,2023-03-30,11.0,12.0,11.0,9.0,5.0,6.0,7.0,10.0,8.571428571428571,8.214285714285714,8.392857142857142,2.6367367999823124,9.324062811867547,2.7129493067758026,2.455091144432834,8.641901436481856,2.6806823903342094,3.235672529718778,8.411232916307181,2.8923875997737976,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Wien,2023-03-30,12.0,7.0,4.0,30.0,32.0,56.0,17.0,15.0,23.0,17.0,14.607142857142858,17.962924780409974,17.6039514300667,16.44317480885787,13.906279710426343,17.189083829933665,15.046010452921927,11.889426630770114,15.594396245627003,13.396067812278323,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Dallas,2023-03-30,12.4,16.0,16.5,16.6,17.4,11.0,6.8,6.0,12.9,10.478571428571428,11.582142857142856,4.9149432007569205,13.87416844463082,4.370457313420009,4.358930456577014,12.224985223600791,4.552640332982853,4.059105317534392,11.588203170353715,4.258177347528282,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Houston,2023-03-30,12.5,11.3,14.9,18.8,18.0,11.9,9.0,8.6,13.214285714285717,11.507142857142858,11.517857142857142,4.110729282997757,13.392527521368432,3.738255319580746,3.5577573501627904,12.514519383100447,3.6664916991311114,2.977825899871766,11.92927565888541,3.4060882232740877,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Denver,2023-03-30,12.6,18.4,11.0,14.6,8.3,9.3,10.2,11.0,11.828571428571427,12.22857142857143,12.078571428571427,3.5055737931254005,13.157007130726123,3.938663355560013,3.37261107963926,12.464642457408678,3.454345351538623,3.1084540808071734,12.111692347198797,3.227571331847917,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Los Angeles,2023-03-30,13.0,14.8,25.6,17.0,15.5,17.2,17.4,28.3,19.400000000000002,23.021428571428572,24.13214285714286,5.301257712404985,19.208348017917345,7.5972193555204806,12.417182795281247,20.714154026698655,9.85430510455375,11.21833993038412,21.744910420366388,10.860816269426095,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Milano,2023-03-30,13.0,12.0,6.0,8.0,10.0,8.0,10.0,15.0,9.857142857142858,19.5,19.0,2.9680841985234707,12.211885441521352,9.02379417462786,12.469963913339937,15.479491122610748,11.261912473589236,10.715167512214403,18.219311795633196,12.469384525285694,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Salt Lake City,2023-03-30,13.8,17.1,18.4,14.9,15.6,8.2,15.2,11.4,14.4,15.635714285714286,16.239285714285717,3.48950808376578,15.524401384529545,3.505072069133571,4.519973986115944,15.316197560833354,4.337312477624479,4.999358424446546,15.414281980167397,5.139601898206322,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Athina,2023-03-30,15.0,11.0,8.0,17.0,18.0,29.0,19.0,13.0,16.428571428571427,18.285714285714285,17.071428571428573,6.827814263660631,15.605289241097305,7.7540660270987525,8.641835376892963,17.17971060894948,8.063288422426488,6.9757706141598215,18.020499568163977,8.212903495546017,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Chicago,2023-03-30,15.0,12.3,28.5,12.9,23.0,9.2,7.7,21.8,16.485714285714288,13.207142857142857,13.392857142857142,7.91273837375081,16.3102969190356,7.913054156553211,6.818804800043692,14.779373934951575,7.3594368064475875,6.509191710157009,13.845853138641969,6.825058877127639,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Atlanta,2023-03-30,17.7,10.1,8.2,4.2,7.4,5.8,8.0,17.5,8.742857142857144,10.15,10.349999999999998,4.291020524637135,8.569044720989298,3.360751872140901,4.549006654035752,9.237759604733641,3.9064347571024185,4.328416013414744,9.736496048420086,4.064914076612776,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Kraków,2023-03-30,21.0,20.0,13.0,11.0,6.0,11.0,18.0,27.0,15.142857142857142,26.142857142857142,24.964285714285715,7.010196655077276,17.42131623376724,10.204390855449782,13.738531680905819,20.512753667864818,12.68582478799664,15.891954971124,22.30158524930978,13.958984319476828,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
Gdansk,2023-03-30,22.0,9.0,5.0,5.0,5.0,9.0,10.0,10.0,7.571428571428571,14.857142857142858,12.285714285714286,2.4397501823713292,8.834870980103013,6.334208784300151,10.369015551945303,11.06453583286639,8.206803952538673,8.312672801243238,11.958477344256837,8.433317367968227,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419
